Title|Gross
Nearing Grace|1846925
The Prize Winner of Defiance, Ohio|626310
Shem|14804
Shiza|52266
Zathura: A Space Adventure|28045540
Behibbuk wa ana kaman|275745
The Chumscrubber|49526
Dungeons & Dragons: Wrath of the Dragon God|909822
The Eye|31418697
The Guardian|54983983
Masti|162687
Naked Fame|213621
Pooh's Heffalump Movie|18081626
Stripper's Ball|1150000
Sílení|47957
Temporada de patos|146694
Going Upriver: The Long War of John Kerry|613252
Transamerica|9015303
War of the Worlds|234280354
À tout de suite|247636
Automne|10529
Calvaire|2623
Dirty Deeds|145450
Full Grown Men|13716
The Departed|132373442
Kill Your Idols|7753
Sweeney Todd: The Demon Barber of Fleet Street|52898073
Munich|47379090
Firewall|48745150
Bad News Bears|32865161
Dare mo shiranai|683575
Die fetten Jahre sind vorbei|175493
Flightplan|89706988
The Heartbreak Kid|36771343
Kids in America|440228
Last Holiday|38360195
Love Wrecked|478070
Marilyn Hotchkiss' Ballroom Dancing & Charm School|247141
Poseidon|60674817
Les poupées russes|323331
Surveillance|25352
Watchmen|107509799
The Alibi|135727
Come Away Home|71598
Dnevnoy dozor|450686
Hustle & Flow|22201636
The Lake House|52320979
Nim's Island|48002678
On a Clear Day|186912
Orwell Rolls in His Grave|19257
Oublier Cheyenne|788
The Work and the Glory|3347439
Quand la mer monte...|23111
Taxidermia|10205
Tideland|66453
Tying the Knot|37464
88 Minutes|16930884
Breakfast on Pluto|828699
De battre mon coeur s'est arrêté|1023424
L'ennemi public n°1|12625822
Downloading Nancy|22153
Hell Ride|194287
Hellboy II: The Golden Army|75754670
Mondovino|209618
Der neunte Tag|72888
9 Songs|49835
Broken Flowers|13736078
Vsadnik po imeni Smert|2438
The World's Fastest Indian|5128124
Brideshead Revisited|6414563
Delirious|85976
When the Road Bends: Tales of a Gypsy Caravan|440357
The Hawk Is Dying|7006
Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling|26073
Little Manhattan|384924
Mrs Henderson Presents|11034436
Evan Almighty|100289690
Shrek the Third|320706665
Spider-Man 3|336530303
Wassup Rockers|221415
Independent Lens|4064421
Charlotte's Web|82506325
Elizabeth: The Golden Age|16264475
The War Within|73789
Pride & Prejudice|38405088
Quid Pro Quo|11864
7 días|16791
Amu|5125
Ai-Fak|1010000
Banlieue 13|1197786
Barnyard|72601713
The Quiet|381186
Final Destination 3|54098051
The Fountain|10139254
Hom rong|2054
Mortuary|427894
Talladega Nights: The Ballad of Ricky Bobby|148213377
Beed-e majnoon|25525
Boy s tenyu|8262833
Hate Crime|40758
Hirsiz var!|5100000
Hounddog|128092
Kaal|340091
Lemming|81612
Lichnyy nomer|4556246
Keeping Up with the Steins|4328294
Mama ne goryuy 2|400878
Martian Child|7486906
Me and You and Everyone We Know|3885134
Mongol|5701643
Pobeg|2154129
Resurrecting the Champ|3169424
The Secret Life of Bees|37766350
The Spiderwick Chronicles|71148699
Voditel dlya Very|2011837
Wolf Creek|16186348
Match Point|23089926
Alles auf Zucker!|86553
300|210592590
American Gun|24030
Bandidas|18381890
Becoming Jane|18663911
Dark Matter|30041
Howard Zinn: You Can't Be Neutral on a Moving Train|120250
Kalamazoo?|53609
Moolaadé|214605
Must Love Dogs|43894863
Pledge This!|1556337
Snakes on a Plane|34014398
Le temps qui reste|117581
Two for the Money|22862049
Idlewild|12549485
Twelve and Holding|95687
9 rota|355720
Aliens of the Deep|8968045
Annapolis|17127992
Bratz: Passion 4 Fashion - Diamondz|9743762
Dreamland|4350
Factotum|808221
Harry Potter and the Half-Blood Prince|301707444
Headspace|1650
Inside I'm Dancing|21864
Klimt|97656
Wu ji|668171
Outfoxed: Rupert Murdoch's War on Journalism|237277
Transformers|319014499
Un año sin amor|21847
Dreamer: Inspired by a True Story|32701088
Flags of Our Fathers|33574332
Inside Deep Throat|653621
Jarhead|62647540
Junebug|2678010
Land of the Dead|20700082
Psychopathia Sexualis|3602
En soap|4018
La tigre e la neve|9047
Wah-Wah|233103
The Three Burials of Melquiades Estrada|5023275
American Hardcore|278785
Believe in Me|208565
Cruel World|16344
Dead Man's Shoes|6013
Doom|28031250
Find Me Guilty|1173673
Garçon stupide|149651
Holly|176300
In the Land of Women|11043445
The Kite Runner|15797907
The Marine|18843314
Mr. Woodcock|25628629
Nine Lives|478645
A Prairie Home Companion|20338609
Private|9623
Sommersturm|95016
Stranger Than Fiction|40137776
The Tale of Despereaux|50818750
Sam gang yi|75829
Uncovered: The War on Iraq|31481
Keane|30303
The Texas Chainsaw Massacre: The Beginning|39511038
Viruddh... Family Comes First|322753
Veer-Zaara|2921738
Up for Grabs|1881
El aura|56103
The Boss|4900000
Christmas at Maxwell's|12350
Combien tu m'aimes?|3371565
Infamous|1150403
Short Cut to Nirvana: Kumbh Mela|381225
Opal Dream|13278
Tell Them Who You Are|38580
Zhmurki|4001447
Domino|10169202
Street Kings|26415649
Control|871577
Zerophilia|7013
Casting About|6922
Gridiron Gang|38432823
Mrs Palfrey at The Claremont|67334
Royal Kill|50090
The Proposition|1900725
Red Eye|57859105
20 centímetros|4810
The Curious Case of Benjamin Button|127509326
Big Momma's House 2|70163652
Imagine Me & You|671240
Crutch|20500
Diary of a Mad Black Woman|50382128
First Morning|42800
Fool el seen el azeem|6634803
Fur: An Imaginary Portrait of Diane Arbus|220914
Hatchet|155873
L'intrus|40603
Sarah Silverman: Jesus Is Magic|1324244
Marie Antoinette|15962471
Are We Done Yet?|49631958
Music Within|153205
The Oh in Ohio|418689
Phir Milenge|89868
SherryBaby|199176
Shijie|63662
Sigaw|1200000
Surf's Up|58867694
The Syrian Bride|375574
Tasuma|479
A Cock and Bull Story|1247453
Be Here to Love Me: A Film About Townes Van Zandt|129424
Bin-jip|238507
Charlie Bartlett|3950294
Darwin's Nightmare|203646
David & Layla|120750
Flushed Away|64459316
Gunner Palace|607502
Hard Candy|1007962
Isn't This a Time! A Tribute Concert for Harold Leventhal|2428
Joyeux Noël|1054361
Lila dit ça|121166
Meng ying tong nian|7129
The Mostly Unfabulous Social Life of Ethan Green|152810
Clerks II|24138847
Three of Hearts: A Postmodern Family|19738
Touch the Sound: A Sound Journey with Evelyn Glennie|176051
The Wild Parrots of Telegraph Hill|3058229
Écrivain d'O|8127
The Adventures of Sharkboy and Lavagirl 3-D|39177541
Allegro|7346
Balls of Fury|32844290
Candy|44720
Copying Beethoven|352786
Deep Sea|42600284
Employee of the Month|28435406
Get Smart|130313314
Hot Fuzz|23618786
Just Like Heaven|48318130
Lucky Number Slevin|22494487
Mini's First Time|48913
Outsourced|161593
Run Fatboy Run|5998971
The Messengers|35374833
Block Party|11694528
Sorry, Haters|6364
Chi bi|613110
Ha-Ushpizin|1397999
Feast|54556
Sophie Scholl - Die letzten Tage|676167
Stomp! Shout! Scream!|112739
Superhero Movie|25871834
In the Mix|10105281
Alpha Dog|15229325
August Rush|31655091
Confetti|226990
Egreti gelin|500000
Fahrenhype 9/11|3000000
Failure to Launch|88715192
The Future of Food|81280
The Great Debaters|30226144
Grizzly Man|3174085
Hairspray|118823091
Southern Justice|140000
The Invasion|15071514
The Lookout|4587858
Milk and Honey|7916
Monumental: David Brower's Fight for Wild America|842
El método|3407
Strákarnir okkar|1302
Thank You for Smoking|24792061
Tom yum goong|11905519
Trust the Man|1530535
Hollywoodland|14415222
The Grand|114669
El vacilón: The Movie|1688757
Sweet Land|1706325
95 Miles to Go|2203
Venom|881745
Cavite|70071
Fade to Black|728243
Guiana 1838|227241
I Am a Sex Addict|112874
Fremde Haut|3025
La marche de l'empereur|77413017
La petite Jérusalem|50126
The Second Chance|432253
Splinter|12918
The Tenants|2010
The Thing About My Folks|814682
Zyzzyx Rd|30
An American Haunting|16298046
The Ant Bully|28142535
Aquamarine|18595716
Ethan Mao|6839
Four Brothers|74484168
Gravity|85000
A League of Ordinary Gentlemen|18326
Little Man|58255287
Get Rich or Die Tryin'|30981850
Miami Vice|63437595
One Night with the King|13391174
The Secret Life of Words|20023
Shaadi Karke Phas Gaya Yaar|142462
Stick It|26870825
Voices of Iraq|57102
Wild Tigers I Have Known|9089
The Women|26902075
Everyone's Hero|14522427
Basic Instinct 2|5851188
Beautiful Losers|56386
Role Models|67294270
Hollywood Dreams|171255
The Kingdom|47456450
Lassie|652163
P.S. I Love You|53680848
Resident Evil: Extinction|49962808
Brothers of the Head|44978
Clubland|378921
Flannel Pajamas|123301
The Fog|29511112
Live Free or Die|8875
Die Höhle des gelben Hundes|141638
...So Goes the Nation|10241
Saw II|87025093
Factory Girl|1661464
Looking for Comedy in the Muslim World|887416
Boy Culture|220151
Good Night, and Good Luck.|31501218
The Grudge 2|39143839
Harsh Times|3335839
Journey from the Fall|638951
Just Friends|32619671
Land of the Blind|5244
Material Girls|11441751
The Namesake|13569248
The Return|7749851
Kinky Boots|1819454
The Last Kiss|11596143
Marebito|13893
Flicka|20998709
Princesas|28866
Reinas|139439
V for Vendetta|70511035
Undiscovered|1046166
Macbeth|9613
Gabrielle|328567
Conversations with Other Women|379122
The Descent|13361
Four Lane Highway|955
The Invisible|20568319
Next|17993461
Nina's Heavenly Delights|9647
Speilburgh|11500
After Innocence|109210
The Aristocrats|6377277
Backstage|12312
Ballets russes|815848
The Devil and Daniel Johnston|332261
The Fall of Fujimori|4630
Friends with Money|13367101
G-Force|118903901
Good|23091
Roving Mars|10399670
The Motel|47111
Murderball|1523883
New York Doll|217655
Protocols of Zion|177861
The Puffy Chair|192467
The Queen|56425113
Rize|3278611
Rock School|58241
Romántico|29460
El topo|80302
Tulpan|156331
Twist of Faith|2474
Unknown White Male|124414
Why We Fight|1436279
Yang Ban Xi, de 8 modelwerken|20399
See No Evil|15019200
Catch a Fire|4291965
Parineeta|802758
Qian li zou dan qi|251585
Une vieille maîtresse|785037
Something New|11425894
Akeelah and the Bee|18811135
Behind the Mask: The Rise of Leslie Vernon|38500
The Benchwarmers|57651794
Ice Age: The Meltdown|195329763
Mad Hot Ballroom|8044906
Push|276956
Peaceful Warrior|2893666
Plagues and Pleasures on the Salton Sea|53471
Terminator Salvation|125322469
The Beauty Academy of Kabul|225348
Fat Girls|10798
Running with Scissors|6754898
The Big Question|1609
The Boynton Beach Bereavement Club|3123749
Dirty|271078
Fanaa|2100110
Mobsters and Mormons|407139
The Real Dirt on Farmer John|12376
Slither|7774730
Steel City|10227
The Bourne Ultimatum|227137090
Strajk - Die Heldin von Danzig|8872
The Devil's Miner|13677
Gracie|2955039
Dhoom:2|2642290
Free Zone|32381
Kung Fu Panda|215395021
Lonely Hearts|187389
Stay Alive|23078294
Volver|12899867
Kakushi ken oni no tsume|38147
Dil Jo Bhi Kahey...|129319
Beowulf|82161969
Vantage Point|72266306
Yours, Mine and Ours|53412862
Another Gay Movie|654132
La bestia nel cuore|27105
O Jerusalem|233520
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan|128505958
Brand Upon the Brain!|227064
Breaking and Entering|928960
The Condemned|7327940
Dreamgirls|103063211
Edmond|131617
Everything's Gone Green|16133
Film Geek|17341
Hoodwinked!|51053787
The Illusionist|39825798
Killshot|17007
Laura Smiles|2065
The Sentinel|36279230
10,000 BC|94770548
The Assassination of Jesse James by the Coward Robert Ford|3904982
Voices in Wartime|20702
William Eggleston in the Real World|44435
The X Files: I Want to Believe|20981633
Zodiac|33048353
Fauteuils d'orchestre|2044614
Indigènes|317594
The Boys of Baraka|322386
Fay Grim|126242
Keeping Mum|1618957
Moving McAllister|42200
The Reaping|25117498
This Divided State|3724
Deewane Huye Paagal|355962
Humko Deewana Kar Gaye|250083
Du levande|21438
Geuddae geusaramdeul|5932
Paradise Now|1452402
Sandstorm|1744
Across the Universe|24343673
Blades of Glory|118153533
Disgrace|66643
Invincible|57789574
One More Round|4984
Pathfinder|10232081
Take the Lead|34742066
The Trials of Darryl Hunt|1111
Huo Yuan Jia|24623719
Civic Duty|54902
The Ground Truth: After the Killing Ends|12207
Het schnitzelparadijs|5674
Deal|57180
Drawing Restraint 9|225041
Driving Lessons|238774
Mutual Appreciation|103574
Full of It|11431
The Painted Veil|8047690
Sketches of Frank Gehry|438256
Emmanuel's Gift|23578
Het paard van Sinterklaas|119264
Knowing|79948113
The Night Listener|7825820
Snow Cake|26014
Sunshine|3675753
Hancock|227946274
Two Weeks|45816
Bunty Aur Babli|901867
The J-K Conspiracy|297325
Kummelin jackpot|1969226
39 Pounds of Love|28125
Eragon|75021527
The Final Season|1158779
Little Miss Sunshine|59887868
London|12667
Dominion: Prequel to the Exorcist|227316
Pirates of the Caribbean: At World's End|309404152
RV|71402035
loudQUIETloud: A Film About the Pixies|3792
Babel|34287296
Catacombs|476201
La doublure|2272329
Chandramukhi|12421000
Jodhaa Akbar|3440718
Kabhi Alvida Naa Kehna|3275443
Statskiy sovetnik|7522408
La môme|10299782
16 Blocks|36883539
Blood Diamond|57312489
Hostel|47277326
Punisher: War Zone|7948159
That Man: Peter Berlin|55398
Unknown|24686
The Wicker Man|23643531
1408|71985628
Cirque du Freak: The Vampire's Assistant|12988080
Italianetz|552546
Odete|24146
Flandres|22188
As You Like It|106336
The Derby Stallion|4000000
The Gospel|15778152
The Grace Lee Project|5965
Horton Hears a Who!|154529187
Chinjeolhan geumjassi|211667
My Brother|28613
Quinceañera|1689999
The Elephant King|21298
No Entry|678000
Paheli|1409498
El violin|65298
The Break-Up|118683135
Cheaper by the Dozen 2|82569532
Cowboy del Amor|4438
Death Race|36064910
Fall to Grace|7047
Gone Baby Gone|20300218
The Good German|1290623
Good Luck Chuck|34925283
Lady in the Water|42272747
One Last Thing...|9160
Race You to the Bottom|5264
The Santa Clause 3: The Escape Clause|84497876
The Time Traveler's Wife|63214465
Undoing|44999
Vacancy|18986844
Never Been Thawed|46812
Azuloscurocasinegro|1897
Elsa y Fred|186875
Valo|234728
Mr. Bean's Holiday|32553210
Beer League|475000
Deja Vu|64034835
Hoot|8080116
Snow Angels|402820
Independent Lens|130626
TMNT|54132596
Black Christmas|16235293
Blind Dating|87416
Chocolate|49000
Lalli Johns|50520
Amazing Grace|21208358
Bubble|145382
Flyboys|13082288
The Hills Have Eyes|41777564
Inside Man|88504640
The Last Winter|32921
Pulse|20259297
The Pursuit of Happyness|162586036
Requiem|8632
She's the Man|33687630
Turistas|7025803
Maradona by Kusturica|358273
Let's Go to Prison|4613815
Aqua Teen Hunger Force Colon Movie Film for Theaters|5518918
First Descent|739690
Garfield: A Tail of Two Kitties|28424210
How to Lose Friends & Alienate People|2778752
The Last King of Scotland|17605861
Madea's Family Reunion|63231524
Side Effects|2216
Dead Silence|16809076
The Hunting Party|969869
Then She Found Me|3735303
Australia|49554002
When a Stranger Calls|47860214
Gay Sex in the 70s|80205
Goya's Ghosts|1000045
The Groomsmen|128585
The Hitcher|16366370
John Tucker Must Die|41011711
ShowBusiness: The Road to Broadway|151792
A State of Mind|41468
Waist Deep|21318194
Moartea domnului Lazarescu|79943
Salaam Namaste|1411065
L'enfant|651234
Jaan-E-Mann: Let's Fall in Love... Again|510000
Grandma's Boy|6088249
Cidade Baixa|130578
Muzhskoy sezon. Barkhatnaya revolyutsiya|3015943
The Butterfly Effect 2|345912
Church Ball|464991
Come Early Morning|119452
From Mexico with Love|547997
Land of the Lost|49392095
Mr. Magorium's Wonder Emporium|32059442
El laberinto del fauno|37623143
Perfect Stranger|23705592
Stormbreaker|652526
Through the Fire|14769
Nacho Libre|80197993
Scoop|10515579
Wild Safari 3D|16621230
The Work and the Glory II: American Zion|2024854
Fido|298110
Efter brylluppet|1526359
The Holiday|63224849
Home Delivery: Aapko... Ghar Tak|46730
Hatsujô kateikyôshi: sensei no aijiru|4994
Laitakaupungin valot|14018
The Devil Wears Prada|124732962
Fast Track|3091922
Right at Your Door|64802
Das Goebbels-Experiment|47211
McLibel|4337
Dorm Daze 2|371550
El cantante|7556004
X-Men Origins: Wolverine|179883016
Crossing the Bridge: The Sound of Istanbul|70535
Gandhi, My Father|240425
Morirse está en Hebreo|13042
Eklavya|1100762
Zui hao de shi guang|151662
Lady Chatterley|687414
KM 31: Kilometro 31|10772000
The Work and the Glory III: A House Divided|1325043
Cashback|24942
Chaos Theory|237958
D.A.R.E. to Keep Kids Off Drugs|73128
Deep Water|270452
Driftwood|1066555
In the Name of the King: A Dungeon Siege Tale|4535117
The Fall|2260254
Fast Food Nation|1004059
The Great Buck Howard|748363
Inland Empire|849055
The Sasquatch Gang|9458
Unidentified|222108
The Wind That Shakes the Barley|1829142
Moonlight|48890
Whole New Thing|10170
Skinwalkers|1018965
Cut Sleeve Boys|13399
Enchanted|127807262
Lü cao di|71223
Don|804388
Romulus, My Father|2791
Black Snake Moan|9396487
Camille|3849
Code Name: The Cleaner|8104069
Daddy Day Camp|13235267
Flakes|778
Grindhouse|25031037
Margaret Cho: Assassin|39652
The Hoax|7156933
How to Eat Fried Worms|13022756
Larry the Cable Guy: Health Inspector|15655665
The Last Legion|5920150
Outlander|160641
The Last Hangman|21766
Poultrygeist: Night of the Chicken Dead|23000
Rambo|42724402
Rescue Dawn|5483509
School for Scoundrels|17803796
The Simpsons Movie|183132370
The Treatment|82701
Step Up|65328121
L'homme de sa vie|5564
You, Me and Dupree|75604320
La mujer de mi hermano|2804642
L'ivresse du pouvoir|75937
28 Weeks Later|28637507
Astérix aux jeux olympiques|44474
The Fast and the Furious: Tokyo Drift|62494975
Freedom Writers|36605602
Glastonbury|5286
Grbavica|43060
The History Boys|2706659
I'm Reed Fish|3130
Loren Cass|8125
El orfanato|7159147
Chup Chup Ke|334618
Sione's Wedding|71840
Severance|136432
Kosmos kak predchuvstvie|696681
Darshan - L'étreinte|65326
OSS 117: Le Caire nid d'espions|302752
American Dreamz|7191830
Nuovomondo|1063647
National Treasure: Book of Secrets|219961501
Eye of the Dolphin|71904
December Boys|46474
Disappearances|6501
Gettysburg: Civil War Battles|7210823
Hitman|39687528
Igor|19528188
Michael Clayton|49024969
Notes on a Scandal|17508670
Push|31806100
Shoot 'Em Up|12796824
My Super Ex-Girlfriend|22530295
Time of Her Life|5614
Ye yan|22205648
Date Movie|48548426
Ten Canoes|277991
Khosla Ka Ghosla!|26472
The Architect|12644
Hallam Foe|55773
I Could Never Be Your Woman|9569470
ATL|21160089
The Omen|54606189
Randy and the Mob|45098
Talento de barrio|1666769
Underdog|43751706
Max Payne|40687294
The Other Boleyn Girl|26814957
Juno|143492840
The Road to Guantanamo|316694
51 Birch Street|84689
Half Nelson|2694973
Gwoemul|2201412
Old Joy|255352
One Bright Shining Moment|15504
The Situation|48195
Tsotsi|2912363
The Dark Knight|533316061
Alles is liefde|205305
The Astronaut Farmer|10996440
There Will Be Blood|40218903
Sir! No Sir!|114281
Things We Lost in the Fire|3241832
Bathory|3436763
World Trade Center|70236496
Dreaming Lhasa|21335
The Last Time|626000
Little Big Top|7072
Direktøren for det hele|44531
Diggers|57733
The Express|9589875
Mansfeld|12738
Rolling|103209
Spinning Into Butter|5534
Open Water 2: Adrift|189698
Onaji tsuki wo miteiru|12507834
Africa United|235000
August|11762
Bug|7006708
The Dukes|26157
For Your Consideration|5542025
Neal 'N' Nikki|111551
Yi ma de hou xian dai sheng huo|671757
Red Road|153432
Rapmania: The Roots of Rap|2400000
Mohami khulaa|1061269
9|31506416
Apocalypto|50859889
Bart Got a Room|53760
Charlie Wilson's War|66636385
Death Defying Acts|3561
Jazireh ahani|23130
Local Color|48895
Penelope|10011274
The Strange Case of Dr. Jekyll and Mr. Hyde|19111
Notorious|36842118
Who Gets to Call It Art?|27344
Alone with Her|10018
The Flying Scotsman|136074
Man zkt vrouw|708990
Closing Escrow|5772
Crossover|7009668
Giuliani Time|21967
Crossing the Line|9258
Waitress|19067631
The Flock|5359167
Jaane Tu... Ya Jaane Na|600922
49 Up|238073
Man cheng jin dai huang jin jia|6565495
A Guide to Recognizing Your Saints|516139
Neil Young: Heart of Gold|1827544
September Dawn|1066555
State of Play|37017955
The TV Set|265198
Angel-A|202200
Sisters in Law|32631
Derecho de familia|37810
13 Tzameti|121390
Belle toujours|10643
Khadak|1983
Dog Days of Summer|5383
United 93|31471430
Hood of Horror|328000
The Last Protagonist of Edward Dryden|11925
Making Grace|1496
Pride|7036608
Shut Up and Sing|20903
Smokin' Aces|35662731
The Untold Story of Emmett Louis Till|202481
Chin bui but dzui|615
Tae-poong|139004
Paraiso Travel|4430800
The Abandoned|1255524
The Covenant|23292105
Mister Lonely|165831
The Pirates Who Don't Do Anything: A VeggieTales Movie|12701880
Ambrose Bierce: Civil War Stories|22410
Bluffmaster!|718956
Ha-Buah|155972
Ober|34912
Malamaal Weekly|204612
Taxi No. 9 2 11: Nau Do Gyarah|291048
The Brave One|36793804
Were the World Mine|119563
Firehouse Dog|13922019
Das Fräulein|2449
Norbit|95323496
Premonition|47852604
Rocket Science|712391
Starter for 10|177442
Wristcutters: A Love Story|316996
Night at the Museum|250863268
No Country for Old Men|74273505
Broken Bridges|251775
Sang sattawat|16340
Saat po long|949416
The U.S. vs. John Lennon|1102937
21|81159365
Cthulhu|15213
In the Valley of Elah|6777741
Die große Stille|790452
The Heart of the Game|444687
Leonard Cohen: I'm Your Man|1036050
A New Day in Old Sana'a|401
The Return|102171
Knocked Up|148734225
Zizek!|17320
Vitus|186492
Karov La Bayit|20464
G.I. Jesus|8528
Made in America|69562
Ghosts of Cité Soleil|48752
El inmigrante|14283
The Inner Life of Martin Frost|5114
Ripple Effect|13818
Rocky Balboa|70261813
Special|6387
Crónica de una fuga|1307
Gonzo: The Life and Work of Dr. Hunter S. Thompson|1250234
Nancy Drew|25584685
Zavet|21635
Rogue|10452
Seraphim Falls|418296
Surfwise|268560
Bon Cop, Bad Cop|11100000
Dasavatharam|16356962
Sivaji|27615000
Crank|27829874
Living & Dying|302917
Madagascar: Escape 2 Africa|179982968
Off the Black|24035
One Missed Call|26876529
Passage to Zarahemla|292990
The Sensation of Sight|23054
This Is England|327919
Dan in Real Life|47642963
I Am Legend|256386216
Ira & Abby|220234
Interview|416417
Van Wilder 2: The Rise of Taj|4259591
Los cronocrímenes|38108
Windkracht 10: Koksijde Rescue|1617955
No Reservations|43052274
Carmen and Geoffrey|11777
The Number 23|33917402
Harold & Kumar Escape from Guantanamo Bay|38087366
Matthew Barney: No Restraint|16136
Youth Without Youth|239495
Bella|8108247
A Good Day to Be Black & Sexy|6141
Miss Potter|2975649
The Prestige|53082743
Pride and Glory|15709385
Shutter|25926543
Space Chimps|30105968
The Strangers|52534295
The Ultimate Gift|3438735
Bushi no ichibun|60910
Doomsday|10955425
Man of the Year|37442180
Nobel Son|540183
Stephanie Daley|25073
The Good Night|22165
L'iceberg|17449
The Down Boys: It Could Happen to You!|102120
The Seeker: The Dark Is Rising|8791738
Love in the Time of Cholera|4607608
Americanizing Shelley|126403
Salaam-E-Ishq|1822582
The Air I Breathe|25775
Bo bui gai wak|20434179
Thr3e|1008849
Wind Chill|20146
American Teen|940496
Fly Me to the Moon|14532946
Jesus Camp|901531
Beerfest|19179969
The Dog Problem|914
4: Rise of the Silver Surfer|131920333
First Sunday|37931869
Fred Claus|72000867
Fuck|19791
Postal|18002623
Stardust|38634938
What Just Happened|1090947
Chacun sa nuit|18435
Disturbia|80050171
Wild Hogs|168213584
Selling in the 21st Century|1435000
Who the #$&% Is Jackson Pollock?|12571
Un macho de mujer|2150000
Adrenalin Crew: 100% Illegal|790000
In Her Line of Fire|884
Bonneville|488393
Cow-Boy|116686
Les témoins|77300
La graine et le mulet|86356
La tourneuse de pages|206647
Fracture|39004700
Moscow Zero|15228
Omkara|789694
12|125024
Arctic Tale|833308
Unaccompanied Minors|16647384
Welcome|1085043
Zinda|167246
Awesome; I Fuckin' Shot That!|161351
Chapter 27|55704
Who Killed the Electric Car?|1677838
Fanboys|685484
Jumper|80170146
My Name Is Bruce|173066
The Nanny Diaries|25925170
Night of the Living Dead 3D|215300
Once in a Lifetime: The Extraordinary Story of the New York Cosmos|144431
Saw III|80150343
Stop-Loss|10911750
Strange Wilderness|6563357
Venus|3331535
Butterfly on a Wheel|7432482
Conversations with God|422897
Forgiving Dr. Mengele|10403
Aristide and the Endless Revolution|6998
Because I Said So|42674040
Big Stan|4705194
Mutant Chronicles|4724
Phat Girlz|7059537
Reign Over Me|19661987
Sarkar Raj|1009065
Un secret|623415
Dedication|91169
Spiral|3072
Hak se wui yi wo wai kwai|54855
L'inchiesta|64704
Away from Her|4571521
The Haunting in Connecticut|55325526
Black Gold|93477
In Between Days|22829
En el hoyo|9630
Iraq in Fragments|204462
Puccini for Beginners|89417
Shrooms|1849
So Much So Fast|11167
Stay|10890
An Unreasonable Man|172770
Wordplay|3117666
The Foot Fist Way|233637
Our Brand Is Crisis|166320
Antônia - O Filme|3550
The 11th Hour|703464
The Game Plan|90636983
Wrestling with Angels: Playwright Tony Kushner|24729
Kurtlar vadisi - Irak|20462088
Boarding Gate|49333
Greetings from the Shore|96314
Jackass Number Two|18755517
Sixty Six|224614
The Skeptic|6223
This Film Is Not Yet Rated|302179
Wanted|332816
Eagle vs Shark|221846
Inkheart|17303424
Nunchaku Freestyle Techniques|2143
La sconosciuta|18569
Ashita no kioku|140200
Welcome Home, Roscoe Jenkins|42168445
Silk|1103075
De laatste zomer|77197
Choose Connor|5309
The Party|1500
Yuki ni negau koto|4816
Sedam i po|173583
The Hottest State|30629
Itty Bitty Titty Committee|18479
White Noise 2: The Light|6213335
Ocean's Thirteen|117154724
An Inconvenient Truth|23808111
Anamorph|5912
Bosta|552007
Vicky Cristina Barcelona|23213577
Vivere|3547
Lilla Jönssonligan och stjärnkuppen|1216608
Sex and Death 101|23563
Shi gan|14742
Iklimler|119958
Coeurs|125722
We Live in Public|36746
Hostel: Part II|17544812
The Life of Reilly|38306
Rank|2485
Letters from Iwo Jima|13753931
We Own the Night|27648264
Roping to Win|3568
Guru|2087000
The Chronicles of Narnia: Prince Caspian|141614023
Day Night Day Night|31777
Offside|179948
Reno 911!: Miami|20339754
War|22466994
What the Bleep!?: Down the Rabbit Hole|135706
10 Items or Less|81416
Feel the Noise|5701408
Where God Left His Shoes|3911
Year of the Dog|1540141
Margot at the Wedding|1959420
Sukob|276700
Saawariya|885574
AVPR: Aliens vs Predator - Requiem|41797066
Beaufort|101299
Chalk|300633
Friday the 13th|64997188
Into the Wild|18352454
Little Chenier|87939
Music and Lyrics|50514047
Body of Lies|39380442
Starting Out in the Evening|902115
Stuck|67152
We Are Marshall|43532294
Weirdsville|7262
Color of the Cross|84744
The Tripper|20840
Don't Trip ... He Ain't Through with Me Yet|311258
The Water Horse|40412817
Bakjwi|227873
How to Rob a Bank|711
I Hate Valentine's Day|10060
I Now Pronounce You Chuck & Larry|119684970
Irina Palm|44064
License to Wed|43799818
The List|132863
Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders|58304
The Nativity Story|37629831
Doogal|7382993
Home of the Brave|40830
My Blueberry Nights|866778
La question humaine|5309
American Gangster|130127620
Der Baader Meinhof Komplex|460471
Eastern Promises|16866286
Evening|12406646
Fugitive Pieces|634379
Cover|79436
Meet Dave|11802056
Day Zero|13800
The Last Mimzy|21460590
The Mysteries of Pittsburgh|80283
Dans Paris|63049
Kabul Express|296586
Fool's Gold|70224196
I Think I Love My Wife|12550242
Planet B-Boy|280000
How She Move|7070459
Tennessee|15979
America: Freedom to Fascism|61200
Broken English|955625
Dark Streets|10958
Grace Is Gone|50080
Kickin It Old Skool|4500147
Krabat|9265782
Primeval|10596100
Save Me|82369
Illegal Tender|3054430
The Savages|6610326
Stomp the Yard|61356221
Aliens in the Attic|25162799
The War Tapes|254190
Daddy's Little Girls|31068283
Mon meilleur ami|1422461
Black Sheep|82987
A Jihad for Love|105033
Canvas|32525
Flawless|1200234
In Bruges|7757130
Imagine That|16088610
