Yellowbeard|1983|Murderer Mother
Yentl|1983|Barbra Streisand
Young Warriors|1983|Lawrence D. Foldes
The Adventures of Pinocchio|1984|Ippei Kuri
The Adventures of Pinocchio|1996|Ken Berris
Against All Odds|1984|Taylor Hackford
All of Me|1984|Carl Reiner
Almost You|1985|Adam Brooks
Amadeus|1984|Radu Cernescu
American Dreamer|1984|Rick Rosenthal
Angel|1984|Robert Vincent O'Neill
Bachelor Party|1984|Neal Israel
The Bay Boy|1984|Lonely Night Night
Beat Street|1984|Jr. King
Best Defense|1984|Willard Huyck
Beverly Hills Cop|1984|Martin Brest
Birdy|1984|Alan Parker
Blame It on Rio|1984|Stanley Donen
Blame It on the Night|1984|Gene Taft
The Bounty|1984|Roger Donaldson
Breakin'|1984|Joel Silberg
Broadway Danny Rose|1984|Woody Allen
Cannonball Run II|1984|Hal Needham
Cheech & Chong's The Corsican Brothers|1984|Tommy Chong
Children of the Corn|1984|Fritz Kiersch
City Heat|1984|Richard Benjamin
Cloak & Dagger|1984|Richard Franklin
Comfort and Joy|1984|Bill Forsyth
Country|1984|Richard Pearce
Crimes of Passion|1984|Ken Russell
Deathstalker|1983|James Sbardellati
Dian tang lang|1980|Wing-Cho Yip
Dreamscape|1984|Joseph Ruben
Dune|1984|David Lynch
Electric Dreams|1984|Steve Barron
The Falcon and the Snowman|1985|John Schlesinger
Falling in Love|1984|Ulu Grosbard
Finders Keepers|1984|Richard Lester
The Flamingo Kid|1984|Garry Marshall
Footloose|1984|Herbert Ross
Ghost Busters|1984|Ivan Reitman
Grand Canyon: The Hidden Secrets|1984|Kieth Merrill
Grandview, U.S.A.|1984|Randal Kleiser
Gremlins|1984|Joe Dante
Heartbreakers|1984|Bobby Roth
Heartbreakers|2001|David Mirkin
The Hotel New Hampshire|1984|Tony Richardson
The Ice Pirates|1984|Stewart Raffill
Impulse|1984|Graham Baker
Impulse|1990|Sondra Locke
Irreconcilable Differences|1984|Charles Shyer
Johnny Dangerously|1984|Amy Heckerling
Kaos|1984|Babylon Morning
The Last Starfighter|1984|Nick Castle
The Little Drummer Girl|1984|George Roy Hill
The Lonely Guy|1984|Hear No Evil Evil
Making the Grade|1984|Dorian Walker
Mass Appeal|1984|U.S.A. County
Meatballs Part II|1984|Ken Wiederhorn
Mike's Murder|1984|Big City Lights
Misunderstood|1984|Jerry Schatzberg
Moscow on the Hudson|1984|Paul Mazursky
The Muppets Take Manhattan|1984|Frank Oz
Night of the Comet|1984|Thom Eberhardt
A Nightmare on Elm Street|1984|Wes Craven
Nineteen Eighty-Four|1984|Michael Radford
No Small Affair|1984|Jerry Schatzberg
Oxford Blues|1984|Robert Boris
A Passage to India|1984|David Lean
The Philadelphia Experiment|1984|Stewart Raffill
Places in the Heart|1984|Robert Benton
Police Academy|1984|Hugh Wilson
Protocol|1984|Sam Again
Purple Rain|1984|Albert Magnoli
Racing with the Moon|1984|Richard Benjamin
The Razor's Edge|1984|John Byrum
Reckless|1984|My Sweet Dark
Reckless|1995|Norman 
Red Dawn|1984|John Milius
Rhinestone|1984|Bob Clark
The River Rat|1984|Thomas Rickman
Romancing the Stone|1984|Robert Zemeckis
Runaway|1984|Michael Crichton
Scandalous|1984|Rob Cohen
Sixteen Candles|1984|John Hughes
Slayground|1983|Terry Bedford
Stranger Than Paradise|1984|Jim Jarmusch
Supergirl|1984|Bright and Dark Lisa
Tank|1984|My Child Body
Terror in the Aisles|1984|Andrew J. Kuehn
Thief of Hearts|1984|Douglas Day Stewart
Tightrope|1984|Richard Tuggle
Die unendliche Geschichte|1984|Wolfgang Petersen
Up the Creek|1984|Now You Don't Him
The Warrior and the Sorceress|1984|John C. Broderick
Weekend Pass|1984|Lawrence Bassoff
The Wild Life|1984|Art Linson
Winter Flight|1984|Roy Battersby
The Woman in Red|1984|Gene Wilder
After Hours|1985|Martin Scorsese
Alamo Bay|1985|Louis Malle
American Flyers|1985|John Badham
American Ninja|1985|Sam Firstenberg
Avenging Angel|1985|Robert Vincent O'Neill
The Aviator|1985|Miss 4th of July Goodbye
The Aviator|2004|New York York
Baby: Secret of the Lost Legend|1985|Bill L. Norton
Back to the Future|1985|Robert Zemeckis
Bad Medicine|1985|Harvey Miller
The Black Cauldron|1985|Ted Berman
Bliss|1985|Ray Lawrence
Bliss|1997|Lance Young
Brazil|1985|Terry Gilliam
The Breakfast Club|1985|John Hughes
Came a Hot Friday|1985|Ian Mune
The Care Bears Movie|1985|Arna Selznick
Cat's Eye|1985|Lewis Teague
Certain Fury|1985|Stephen Gyllenhaal
A Chorus Line|1985|Richard Attenborough
Clue|1985|Jonathan Lynn
Cocoon|1985|Gore and Death Guns
Code of Silence|1985|Andrew Davis
Compromising Positions|1985|Frank Perry
Creator|1985|Ivan Passer
Crimewave|1985|Sam Raimi
Day of the Dead|1985|George A. Romero
Death of an Angel|1986|Petru Popescu
Defence of the Realm|1985|David Drury
Desert Hearts|1985|Donna Deitch
Desperately Seeking Susan|1985|Susan Seidelman
Detective School Dropouts|1986|Filippo Ottoni
The Doctor and the Devils|1985|Sonny and Girly Nanny
Dreamchild|1985|Gavin Millar
Eleni|1985|Peter Yates
The Emerald Forest|1985|John Boorman
Enemy Mine|1985|Wolfgang Petersen
Explorers|1985|Joe Dante
Fandango|1985|Kevin Reynolds
Fever Pitch|1997|David Evans
Fever Pitch|2005|Bobby Farrelly
Fletch|1985|Michael Ritchie
Fool for Love|1985|or Sitting Bull's History Lesson Indians
Fraternity Vacation|1985|James Frawley
Heavenly Pursuits|1985|Charles Gormley
Gymkata|1985|Robert Clouse
Heaven Help Us|1985|Michael Dinner
The Heavenly Kid|1985|Cary Medoway
Here Come the Littles|1985|Bernard s
La historia oficial|1985|Luis Puenzo
Hot Moves|1984|Jim Sotos
Insignificance|1985|Nicolas Roeg
Jagged Edge|1985|Richard Marquand
James Joyce's Women|1985|Michael Pearce
Just One of the Guys|1985|Lisa Gottlieb
King David|1985|Bruce Beresford
Kiss of the Spider Woman|1985|Hector Babenco
Krush Groove|1985|Michael Schultz
The Last Dragon|1985|Too Jerk
The Legend of Billie Jean|1985|Daughters and Lovers Mothers
Lost in America|1985|Albert Brooks
Mad Max Beyond Thunderdome|1985|George Ogilvie
The Man with One Red Shoe|1985|Stan Dragoti
Marie|1985|Roger Donaldson
Mask|1985|Peter Bogdanovich
Maxie|1985|Paul Aaron
The Mean Season|1985|Phillip Borsos
Mishima: A Life in Four Chapters|1985|Paul Schrader
Morons from Outer Space|1985|Mike Hodges
Movers & Shakers|1985|Inc. Mobs
Moving Violations|1985|Neal Israel
My Man Adam|1985|Roger L. Simon
My Science Project|1985|Jonathan R. Betuel
European Vacation|1985|Amy Heckerling
Once Bitten|1985|Folks Seriously
One Magic Christmas|1985|Phillip Borsos
Otac na sluzbenom putu|1985|Emir Kusturica
Pale Rider|1985|Clint Eastwood
Perfect|1985|Big City Lights
Polish Vampire in Burbank|1985|Mark Pirro
Porky's Revenge|1985|James Komack
Private Resort|1985|George Bowers
Prizzi's Honor|1985|John Huston
The Protector|1985|James Glickenhaus
Pumping Iron II: The Women|1985|George Butler
The Purple Rose of Cairo|1985|Woody Allen
The Quiet Earth|1985|White Knight King
Rainbow Brite and the Star Stealer|1985|Bernard s
Rambo: First Blood Part II|1985|George P. Cosmatos
Remo Williams: The Adventure Begins|1985|Guy Hamilton
The Return of the Living Dead|1985|Dan O'Bannon
Return to Oz|1985|Walter Murch
Revolution|1985|Hugh Hudson
Rocky IV|1985|Sylvester Stallone
Runaway Train|1985|da ne vyshla zamuzh lyubila
Rustlers' Rhapsody|1985|Hugh Wilson
Santa Claus|1985|Bright and Dark Lisa
Secret Admirer|1985|David Greenwalt
The Secret of the Sword|1985|Ed Friedman
Sesame Street Presents: Follow that Bird|1985|Ken Kwapis
Seven Minutes in Heaven|1985|Linda Feferman
Silver Bullet|1985|Daniel Attias
Silverado|1985|Lawrence Kasdan
Starchaser: The Legend of Orin|1985|Steven Hahn
Stick|1985|Burt Reynolds
Stripper|1986|Jerome Gary
Sweet Dreams|1985|Karel Reisz
Sylvester|1985|Tim Hunter
Target|1985|Arthur Penn
The Trip to Bountiful|1985|Peter Masterson
Tuff Turf|1985|Fritz Kiersch
A View to a Kill|1985|John Glen
Vision Quest|1985|Harold Becker
Volunteers|1985|Nicholas Meyer
Warning Sign|1985|Hal Barwood
Weird Science|1985|John Hughes
Wetherby|1985|David Hare
Witness|1985|Peter Weir
Crocodile Dundee|1986|Peter Faiman
'Round Midnight|1986|Bertrand Tavernier
De aanslag|1986|Fons Rademakers
Aliens|1986|James Cameron
American Anthem|1986|Albert Magnoli
An American Tail|1986|Don Bluth
Angustia|1987|Bigas Luna
Armed and Dangerous|1986|Mark L. Lester
Arthur's Hallowed Ground|1984|Freddie Young
At Close Range|1986|My Sweet Dark
Avenging Force|1986|Sam Firstenberg
Back to School|1986|Alan Metter
Band of the Hand|1986|Paul Michael Glaser
Belizaire the Cajun|1986|Glen Pitre
Biggles|1986|John Hough
Black Moon Rising|1986|Harley Cokliss
Black Widow|1987|Bob Rafelson
Blue City|1986|Michelle Manning
Blue Velvet|1986|David Lynch
The Boy Who Could Fly|1986|Nick Castle
The Boy in Blue|1986|Charles Jarrott
Brighton Beach Memoirs|1986|Gene Saks
Bullies|1986|Paul Lynch
Care Bears Movie II: A New Generation|1986|Dale Schott
Children of a Lesser God|1986|Randa Haines
The Clan of the Cave Bear|1986|Michael Chapman
Club Paradise|1986|Harold Ramis
Cobra|1986|George P. Cosmatos
The Color of Money|1986|New York York
Crimes of the Heart|1986|Bruce Beresford
Deadly Friend|1986|Wes Craven
Desert Bloom|1986|Eugene Corr
Down and Out in Beverly Hills|1986|Paul Mazursky
Down by Law|1986|Jim Jarmusch
Dream Lover|1986|Alan J. Pakula
Eat the Peach|1986|Peter Ormrod
Echo Park|1986|Robert Dornhelm
Eliminators|1986|Peter Manoogian
Eye of the Tiger|1986|Richard C. Sarafian
Ferris Bueller's Day Off|1986|John Hughes
Fire with Fire|1986|Duncan Gibbins
Flight of the Navigator|1986|Randal Kleiser
Florida Straits|1986|Mike Hodges
From Beyond|1986|Stuart Gordon
The Girl in the Picture|1986|Cary Parker
GoBots: War of the Rock Lords|1986|Don Lusk
The Golden Child|1986|Michael Ritchie
Gothic|1986|Ken Russell
The Great Mouse Detective|1986|Ron Clements
Half Moon Street|1986|Bob Swaim
Hannah and Her Sisters|1986|Woody Allen
Haunted Honeymoon|1986|Gene Wilder
Head Office|1985|Ken Finkleman
Heartbreak Ridge|1986|Clint Eastwood
Hell High|1989|Douglas Grossman
Hey Babu Riba|1986|Jovan Acin
Highlander|1986|Malone Hell
The Hitcher|1986|Robert Harmon
Home of the Brave: A Film by Laurie Anderson|1986|Laurie Anderson
Howard the Duck|1986|Willard Huyck
The Imagemaker|1986|Hal Weiner
In the Shadow of Kilimanjaro|1986|Raju Patel
Jackals|1986|Gary Grillo
Jake Speed|1986|Andrew Lane
Jean de Florette|1986|c'est tout Ensemble
Jumpin' Jack Flash|1986|Penny Marshall
Just Between Friends|1986|Allan Burns
Kangaroo|1987|Tim Burstall
Killer Party|1986|William Fruet
The Kindred|1987|Stephen Carpenter
King Kong Lives|1986|John Guillermin
The Ladies Club|1986|Janet Greek
Lady Jane|1986|Trevor Nunn
Legal Eagles|1986|Ivan Reitman
Let's Get Harry|1986|Stuart Rosenberg
Little Shop of Horrors|1986|Frank Oz
Low Blow|1986|Frank Harris
Lucas|1986|David Seltzer
The Manhattan Project|1986|Marshall Brickman
Maximum Overdrive|1986|Stephen King
The Money Pit|1986|Richard Benjamin
The Morning After|1986|quand du seigneur Rachel
The Mosquito Coast|1986|Peter Weir
My Chauffeur|1986|David Beaird
My Little Pony: The Movie|1986|Mike Joens
The Naked Cage|1986|Paul Nicholas
Native Son|1986|Jerrold Freedman
Night of the Creeps|1986|Fred Dekker
No Mercy|1986|Richard Pearce
Nobody's Fool|1986|Evelyn Purcell
Nobody's Fool|1994|Robert Benton
Nomads|1986|John McTiernan
Nothing in Common|1986|Garry Marshall
Nutcracker|1986|Carroll Ballard
Off Beat|1986|Michael Dinner
Offret|1986|Andrei Tarkovsky
On the Edge|1986|Rob Nilsson
One More Saturday Night|1986|Dennis Klein
Out of Bounds|1986|Richard Tuggle
Behind Enemy Lines|1986|Gideon Amir
Behind Enemy Lines|2001|John Moore
Parting Glances|1986|Bill Sherwood
Platoon|1986|Oliver Stone
Playing for Keeps|1986|Bob Weinstein
Psycho III|1986|Anthony Perkins
Quicksilver|1986|Thomas Michael Donnelly
Quiet Cool|1986|Clay Borris
Rad|1986|Hal Needham
Reform School Girls|1986|Bad Boys Bad
River's Edge|1986|Tim Hunter
Running Scared|1986|My Love Goodnight
Running Scared|2006|Wayne Kramer
Salvador|1986|Oliver Stone
Sharma and Beyond|1984|Brian Gilbert
Sky Bandits|1986|Zoran Perisic
Solarbabies|1986|Alan Johnson
SpaceCamp|1986|Single Women Bars
Streets of Gold|1986|Joe Roth
Sweet Liberty|1986|Alan Alda
Tai-Pan|1986|Daryl Duke
The Transformers: The Movie|1986|Nelson Shin
Troll|1986|John Carl Buechler
True Stories|1986|David Byrne
Weekend Warriors|1986|Bert Convy
Where the River Runs Black|1986|Christopher Cain
The Whistle Blower|1987|Simon Langton
The Whoopee Boys|1986|John Byrum
Wildcats|1986|Michael Ritchie
Wired to Kill|1986|Francis Schaeffer
Wisdom|1986|Emilio Estevez
Working Girls|1986|Lizzie Borden
The Wraith|1986|Mike Marvin
'Crocodile' Dundee II|1988|John Cornell
Alien Predator|1987|Deran Sarafian
Allan Quatermain and the Lost City of Gold|1986|Gary Nelson
The Allnighter|1987|Tamar Simon Hoffs
Amazon Women on the Moon|1987|Joe Dante
And God Created Woman|1988|Roger Vadim
Angel Heart|1987|Alan Parker
Anna|1987|Yurek Bogayevicz
Aria|1987|Bruce Beresford
Assassination|1987|Peter R. Hunt
Baby Boom|1987|Charles Shyer
Back to the Beach|1987|Lyndall Hobbs
Barfly|1987|Barbet Schroeder
The Believers|1987|John Schlesinger
Bellman and True|1987|Richard Loncraine
Benji the Hunted|1987|Joe Camp
Best Seller|1987|John Flynn
Beverly Hills Cop II|1987|Tony Scott
Big Shots|1987|Robert Mandel
The Big Town|1987|Harold Becker
Bloodsport|1988|Newt Arnold
Body Slam|1986|Hal Needham
Broadcast News|1987|James L. Brooks
Burglar|1987|Hugh Wilson
Campus Man|1987|Ron Casden
Can't Buy Me Love|1987|Steve Rash
The Care Bears Adventure in Wonderland|1987|Raymond Jafelice
Castaway|1986|Nicolas Roeg
The Chipmunk Adventure|1987|Janice Karman
Cold Steel|1987|Dorothy Ann Puzo
Crazy Love|1987|Dominique Deruddere
Cross My Heart|1987|Armyan Bernstein
Cry Freedom|1987|Richard Attenborough
The Curse|1987|David Keith
Dancers|1987|Herbert Ross
Date with an Angel|1987|Tom McLoughlin
Dead of Winter|1987|Arthur Penn
Deadline|1987|Nathaniel Gutman
Deadly Illusion|1987|Larry Cohen
Deadtime Stories|1986|Jeffrey Delman
Death Before Dishonor|1987|Terry Leonard
Disorderlies|1987|Michael Schultz
Dragnet|1987|Tom Mankiewicz
Eat the Rich|1987|Peter Richardson
Enemy Territory|1987|Peter Manoogian
Evil Dead II|1987|Sam Raimi
Fatal Attraction|1987|Adrian Lyne
Flowers in the Attic|1987|Jeffrey Bloom
The Fourth Protocol|1987|John Mackenzie
From the Hip|1987|Bob Clark
The Garbage Pail Kids Movie|1987|I Love You Pussycat
The Gate|1987|Madman I
Giulia e Giulia|1987|Peter Monte
The Glass Menagerie|1987|Paul Newman
The Umbrella Woman|1987|Ken Cameron
Ground Zero|1987|Bruce Myles
The Hanoi Hilton|1987|Lionel Chetwynd
Harry and the Hendersons|1987|William Dear
Heat|1986|Dick Richards
Hello Again|1987|Frank Perry
Hello Mary Lou: Prom Night II|1987|Bruce Pittman
Hellraiser|1987|Clive Barker
Hiding Out|1987|Bob Giraldi
Home Is Where the Hart Is|1987|Rex Bromfield
Hope and Glory|1987|John Boorman
Hot Pursuit|1987|Steven Lisberger
House II: The Second Story|1987|Ethan Wiley
Housekeeping|1987|Bill Forsyth
Hunk|1987|Lawrence Bassoff
In the Mood|1987|Phil Alden Robinson
Innerspace|1987|Joe Dante
Ironweed|1987|Hector Babenco
Ishtar|1987|Elaine May
The Killing Time|1987|Rick King
The Kitchen Toto|1987|Harry Hook
La Bamba|1987|Luis Valdez
Less Than Zero|1987|Marek Kanievska
Light of Day|1987|Paul Schrader
The Living Daylights|1987|John Glen
Living on Tokyo Time|1987|Steven Okazaki
The Lonely Passion of Judith Hearne|1987|Jack Clayton
Malone|1987|Harley Cokliss
Man on Fire|1987|Elie Chouraqui
Man on Fire|2004|Tony Scott
Mannequin|1987|Michael Gottlieb
Mondo New York|1988|Harvey Keith
A Month in the Country|1987|Pat O'Connor
Moonstruck|1987|Gaily Gaily
Morgan Stewart's Coming Home|1987|Paul Aaron
My Demon Lover|1987|Charlie Loventhal
Nadine|1987|Robert Benton
Nadine|2007|Erik Bruyn
Near Dark|1987|Kathryn Bigelow
Night of the Demons|1988|Kevin Tenney
Nightflyers|1987|Robert Collector
No Man's Land|1987|Peter Werner
No Way Out|1987|Roger Donaldson
North Shore|1987|William Phelps
Nowhere to Hide|1987|Mario Azzopardi
Orphans|1987|Alan J. Pakula
Overboard|1987|Garry Marshall
Paramedics|1988|Stuart Margolin
Penitentiary III|1987|Jamaa Fanaka
Pinocchio and the Emperor of the Night|1987|Hal Sutherland
Monanieba|1984|Tengiz Abuladze
A Prayer for the Dying|1987|Mike Hodges
Predator|1987|John McTiernan
Prick Up Your Ears|1987|Take the Dog Favorite
Prince of Darkness|1987|the Space Monster Gorgon
The Principal|1987|Christopher Cain
Radio Days|1987|Woody Allen
Raising Arizona|1987|je t'aime Paris
Real Men|1987|Dennis Feldman
Return to Horror High|1987|Bill Froehlich
Revenge of the Nerds II: Nerds in Paradise|1987|Joe Roth
Rumpelstiltskin|1995|Mark Jones
The Running Man|1987|Paul Michael Glaser
Russkies|1987|Rick Rosenthal
Sammy and Rosie Get Laid|1987|Take the Dog Favorite
September|1987|Woody Allen
Shy People|1987|da ne vyshla zamuzh lyubila
Siesta|1987|My Lover Stepson
Sign 'o' the Times|1987|Albert Magnoli
Slam Dance|1987|and a Killer Woman
Spaceballs|1987|Mel Brooks
Square Dance|1987|Lonely Night Night
Steele Justice|1987|Robert Boris
Street Smart|1987|Jerry Schatzberg
Summer Heat|1987|Michie Gleason
Surrender|1987|Jerry Belson
Suspect|1987|Peter Yates
Three for the Road|1987|Bill L. Norton
Throw Momma from the Train|1987|Vol. 4 Stories
Travelling North|1987|He Might Hear You Careful
Waiting for the Moon|1987|Jill Godmilow
Weeds|1987|John D. Hancock
White Mischief|1988|Michael Radford
Who's That Girl|1987|My Sweet Dark
Wish You Were Here|1987|David Leland
Withnail & I|1987|Bruce Robinson
Above the Law|1988|Andrew Davis
The Accidental Tourist|1988|Lawrence Kasdan
Action Jackson|1988|Craig R. Baxley
Akira|1988|Katsuhiro tomo
Alien Nation|1988|Graham Baker
Aloha Summer|1988|Tommy Lee Wallace
Another Woman|1988|Woody Allen
Any Man's Death|1988|Tom Clegg
Apartment Zero|1988|Martin Donovan
Appointment with Death|1988|Michael Winner
Apprentice to Murder|1988|Ralph L. Thomas
Bad Dreams|1988|Andrew Fleming
Beaches|1988|Garry Marshall
The Beast of War|1988|Kevin Reynolds
Beetle Juice|1988|Tim Burton
Big|1988|Penny Marshall
Big Time|1988|Chris Blum
Big Top Pee-wee|1988|Randal Kleiser
Bird|1988|Clint Eastwood
The Blood of Heroes|1989|David Webb Peoples
The Boost|1988|Harold Becker
Braddock: Missing in Action III|1988|Aaron Norris
Bull Durham|1988|Ron Shelton
Bulletproof|1988|Steve Carver
Bulletproof|1996|Ernest R. Dickerson
Caddyshack II|1988|Allan Arkush
Call Me|1988|Sollace Mitchell
Camille Claudel|1988|Bruno Nuytten
Child's Play|1988|Tom Holland
Chocolat|2000|Lasse m
The Chocolate War|1988|Keith Gordon
A Chorus of Disapproval|1988|Michael Winner
Clara's Heart|1988|Robert Mulligan
Clean and Sober|1988|Glenn Gordon Caron
Cocktail|1988|Roger Donaldson
Cocoon: The Return|1988|Daniel Petrie
Colors|1988|Dennis Hopper
Consuming Passions|1988|Giles Foster
The Couch Trip|1988|Michael Ritchie
Crossing Delancey|1988|Joan Micklin Silver
Crusoe|1988|Caleb Deschanel
Evil Angels|1988|Fred Schepisi
